Time@Axial Accel (Gs),Axial Accel (Gs),bILBA,Time@Lateral Accel (Gs),Lateral Accel (Gs),bILBA
112.519,0.26,b1111,225.038,0.35,b1111
112.521,0.19,b1111,225.042,0.35,b1111
112.524,0.33,b1111,225.048,0.35,b1111
112.526,0.33,b1111,225.053,0.35,b1111
112.529,0.19,b1111,225.057,0.43,b1111
112.531,0.19,b1111,225.063,0.35,b1111
112.534,0.19,b1111,225.068,0.43,b1111
112.536,0.12,b1111,225.072,0.43,b1111
112.539,0.05,b1111,225.077,0.35,b1111
112.541,0.05,b1111,225.083,0.26,b1111
112.544,0.05,b1111,225.087,0.35,b1111
112.546,0.05,b1111,225.092,0.26,b1111
112.549,0.05,b1111,225.098,0.35,b1111
112.551,0.05,b1111,225.102,0.35,b1111
112.554,0.05,b1111,225.107,0.35,b1111
112.556,-0.02,b1111,225.113,0.35,b1111
112.559,-0.09,b1111,225.117,0.17,b1111
112.561,-0.02,b1111,225.122,0.26,b1111
112.564,-0.02,b1111,225.128,0.26,b1111
112.566,-0.09,b1111,225.133,0.26,b1111
112.569,-0.09,b1111,225.137,0.35,b1111
112.571,-0.09,b1111,225.143,0.35,b1111
112.574,-0.09,b1111,225.148,0.35,b1111
112.576,-0.37,b1111,225.152,0.26,b1111
112.579,-0.16,b1111,225.158,0.35,b1111
112.581,-0.16,b1111,225.163,0.35,b1111
112.584,-0.23,b1111,225.167,0.26,b1111
112.586,-0.23,b1111,225.173,0.35,b1111
112.589,-0.16,b1111,225.178,0.35,b1111
112.591,-0.23,b1111,225.182,0.26,b1111
112.594,-0.23,b1111,225.188,0.35,b1111
112.596,-0.23,b1111,225.193,0.35,b1111
112.599,-0.23,b1111,225.197,0.35,b1111
112.601,-0.23,b1111,225.202,0.35,b1111
112.604,-0.23,b1111,225.208,0.17,b1111
112.606,-0.23,b1111,225.212,0.17,b1111
112.609,-0.65,b1111,225.217,0.17,b1111
112.611,-0.51,b1111,225.223,0.17,b1111
112.614,-0.79,b1111,225.227,0.35,b1111
112.616,-0.37,b1111,225.232,0.26,b1111
112.619,-0.23,b1111,225.238,0.17,b1111
112.621,-0.23,b1111,225.242,0.17,b1111
112.624,-0.23,b1111,225.247,0.35,b1111
112.626,-0.65,b1111,225.253,0.26,b1111
112.629,-0.65,b1111,225.258,0.35,b1111
112.631,-0.23,b1111,225.262,0.17,b1111
112.634,-0.86,b1111,225.268,0.26,b1111
112.636,-0.51,b1111,225.273,0.35,b1111
112.639,-0.37,b1111,225.277,0.26,b1111
112.641,-0.51,b1111,225.283,0.35,b1111
112.644,-0.37,b1111,225.288,0.35,b1111
112.646,-0.51,b1111,225.292,0.26,b1111
112.649,-0.51,b1111,225.298,0.35,b1111
112.651,-0.65,b1111,225.303,0.35,b1111
112.654,-0.86,b1111,225.307,0.26,b1111
112.656,-0.51,b1111,225.313,0.26,b1111
112.659,-0.86,b1111,225.318,0.26,b1111
112.661,-0.86,b1111,225.322,0.17,b1111
112.664,-0.86,b1111,225.327,0.26,b1111
112.666,-0.51,b1111,225.333,0.35,b1111
112.669,-0.79,b1111,225.337,0.35,b1111
112.671,-0.93,b1111,225.342,0.35,b1111
112.674,-1,b1111,225.348,0.35,b1111
112.676,-1,b1111,225.352,0.17,b1111
112.679,-0.93,b1111,225.357,0.26,b1111
112.681,-1,b1111,225.363,0.43,b1111
112.684,-1,b1111,225.367,0.35,b1111
112.686,-0.93,b1111,225.372,0.26,b1111
112.689,-1.07,b1111,225.378,0.17,b1111
112.691,-1,b1111,225.383,0.35,b1111
112.694,-1,b1111,225.387,0.35,b1111
112.696,-0.93,b1111,225.393,0.26,b1111
112.699,-1,b1111,225.398,0.35,b1111
112.701,-1,b1111,225.402,0.35,b1111
112.704,-1,b1111,225.408,0.35,b1111
112.706,-1,b1111,225.413,0.35,b1111
112.709,-1,b1111,225.417,0.35,b1111
112.711,-1,b1111,225.423,0.35,b1111
112.714,-1.07,b1111,225.428,0.35,b1111
112.716,-1.07,b1111,225.432,0.26,b1111
112.719,-1.07,b1111,225.438,0.35,b1111
112.721,-1.07,b1111,225.443,0.35,b1111
112.724,-1,b1111,225.447,0.26,b1111
112.726,-1,b1111,225.452,0.26,b1111
112.729,-1.07,b1111,225.458,0.26,b1111
112.731,-0.93,b1111,225.462,0.35,b1111
112.734,-0.93,b1111,225.467,0.35,b1111
112.736,-1,b1111,225.473,0.35,b1111
112.739,-1.07,b1111,225.477,0.35,b1111
112.741,-1.07,b1111,225.482,0.35,b1111
112.744,-1,b1111,225.488,0.35,b1111
112.746,-1,b1111,225.492,0.35,b1111
112.749,-1.07,b1111,225.497,0.35,b1111
112.751,-1.07,b1111,225.503,0.35,b1111
112.754,-1,b1111,225.508,0.35,b1111
112.756,-0.93,b1111,225.512,0.35,b1111
112.759,-1,b1111,225.518,0.35,b1111
112.761,-1,b1111,225.523,0.43,b1111
112.764,-1,b1111,225.527,0.52,b1111
112.766,-0.93,b1111,225.533,0.43,b1111
112.769,-1.07,b1111,225.538,0.43,b1111
112.771,-1.07,b1111,225.542,0.43,b1111
112.774,-1.07,b1111,225.548,0.43,b1111
112.776,-1,b1111,225.553,0.52,b1111
112.779,-1,b1111,225.557,0.52,b1111
112.781,-1.07,b1111,225.563,0.43,b1111
112.784,-1,b1111,225.568,0.35,b1111
112.786,-0.93,b1111,225.572,0.43,b1111
112.789,-0.93,b1111,225.577,0.43,b1111
112.791,-0.93,b1111,225.583,0.35,b1111
112.794,-0.86,b1111,225.587,0.35,b1111
112.796,-0.65,b1111,225.592,0.35,b1111
112.799,-0.86,b1111,225.598,0.35,b1111
112.801,-0.65,b1111,225.602,0.52,b1111
112.804,-0.86,b1111,225.607,0.43,b1111
112.806,-1,b1111,225.613,0.52,b1111
112.809,-0.37,b1111,225.617,0.43,b1111
112.811,-0.86,b1111,225.622,0.52,b1111
112.814,-0.86,b1111,225.628,0.52,b1111
112.816,-0.44,b1111,225.633,0.35,b1111
112.819,-0.93,b1111,225.637,0.35,b1111
112.821,-0.93,b1111,225.643,0.43,b1111
112.824,-0.37,b1111,225.648,0.35,b1111
112.826,-0.86,b1111,225.652,0.35,b1111
112.829,-0.93,b1111,225.658,0.43,b1111
112.831,-0.37,b1111,225.663,0.52,b1111
112.834,-0.86,b1111,225.667,0.43,b1111
112.836,-0.37,b1111,225.673,0.35,b1111
112.839,-0.51,b1111,225.678,0.35,b1111
112.841,-0.23,b1111,225.682,0.35,b1111
112.844,-0.23,b1111,225.688,0.35,b1111
112.846,-0.37,b1111,225.693,0.35,b1111
112.849,-0.23,b1111,225.697,0.35,b1111
112.851,-0.23,b1111,225.702,0.43,b1111
112.854,-0.23,b1111,225.708,0.35,b1111
112.856,-0.23,b1111,225.712,0.35,b1111
112.859,-0.23,b1111,225.717,0.43,b1111
112.861,-0.16,b1111,225.723,0.35,b1111
112.864,-0.23,b1111,225.727,0.43,b1111
112.866,-0.16,b1111,225.732,0.35,b1111
112.869,-0.23,b1111,225.738,0.43,b1111
112.871,-0.09,b1111,225.742,0.35,b1111
112.874,-0.02,b1111,225.747,0.35,b1111
112.876,-0.02,b1111,225.753,0.35,b1111
112.879,-0.02,b1111,225.758,0.35,b1111
112.881,-0.02,b1111,225.762,0.35,b1111
112.884,0.05,b1111,225.768,0.35,b1111
112.886,0.12,b1111,225.773,0.35,b1111
112.889,0.05,b1111,225.777,0.35,b1111
112.891,0.12,b1111,225.783,0.35,b1111
112.894,0.19,b1111,225.788,0.52,b1111
112.896,0.19,b1111,225.792,0.35,b1111
112.899,0.19,b1111,225.798,0.43,b1111
112.901,0.33,b1111,225.803,0.43,b1111
112.904,0.33,b1111,225.807,0.35,b1111
112.906,0.4,b1111,225.813,0.35,b1111
112.909,0.47,b1111,225.818,0.52,b1111
112.911,0.54,b1111,225.822,0.52,b1111
112.914,0.47,b1111,225.827,0.43,b1111
112.916,0.68,b1111,225.833,0.52,b1111
112.919,0.61,b1111,225.837,0.52,b1111
112.921,0.61,b1111,225.842,0.52,b1111
112.924,0.82,b1111,225.848,0.7,b1111
112.926,0.82,b1111,225.852,0.52,b1111
112.929,0.89,b1111,225.857,0.52,b1111
112.931,0.89,b1111,225.863,0.52,b1111
112.934,0.89,b1111,225.867,0.7,b1111
112.936,0.96,b1111,225.872,0.52,b1111
112.939,1.03,b1111,225.878,0.52,b1111
112.941,1.1,b1111,225.883,0.52,b1111
112.944,1.1,b1111,225.887,0.61,b1111
112.946,1.17,b1111,225.893,0.61,b1111
112.949,1.17,b1111,225.898,0.52,b1111
112.951,1.17,b1111,225.902,0.52,b1111
112.954,1.17,b1111,225.908,0.7,b1111
112.956,1.31,b1111,225.913,0.7,b1111
112.959,1.31,b1111,225.917,0.7,b1111
112.961,1.45,b1111,225.923,0.52,b1111
112.964,1.45,b1111,225.928,0.7,b1111
112.966,1.38,b1111,225.932,0.7,b1111
112.969,1.45,b1111,225.938,0.7,b1111
112.971,1.52,b1111,225.943,0.7,b1111
112.974,1.59,b1111,225.947,0.7,b1111
112.976,1.59,b1111,225.952,0.7,b1111
112.979,1.59,b1111,225.958,0.7,b1111
112.981,1.59,b1111,225.962,0.7,b1111
112.984,1.66,b1111,225.967,0.7,b1111
112.986,1.94,b1111,225.973,0.61,b1111
112.989,1.94,b1111,225.977,0.7,b1111
112.991,1.94,b1111,225.982,0.7,b1111
112.994,1.94,b1111,225.988,0.52,b1111
112.996,2.01,b1111,225.992,0.7,b1111
112.999,1.94,b1111,225.997,0.7,b1111
113.001,2.01,b1111,226.003,0.7,b1111
113.004,2.08,b1111,226.008,0.7,b1111
113.006,2.01,b1111,226.012,0.52,b1111
113.009,2.01,b1111,226.018,0.52,b1111
113.011,2.01,b1111,226.023,0.7,b1111
113.014,2.01,b1111,226.027,0.7,b1111
113.016,2.01,b1111,226.033,0.7,b1111
113.019,2.08,b1111,226.038,0.7,b1111
113.021,2.15,b1111,226.042,0.7,b1111
113.024,2.22,b1111,226.048,0.7,b1111
113.026,2.29,b1111,226.053,0.7,b1111
113.029,2.29,b1111,226.057,0.7,b1111
113.031,2.22,b1111,226.063,0.7,b1111
113.034,2.22,b1111,226.068,0.7,b1111
113.036,2.22,b1111,226.072,0.7,b1111
113.039,2.22,b1111,226.077,0.61,b1111
113.041,2.15,b1111,226.083,0.61,b1111
113.044,2.01,b1111,226.087,0.7,b1111
113.046,2.01,b1111,226.092,0.7,b1111
113.049,2.01,b1111,226.098,0.7,b1111
113.051,2.15,b1111,226.102,0.7,b1111
113.054,2.15,b1111,226.107,0.7,b1111
113.056,2.08,b1111,226.113,0.52,b1111
113.059,2.15,b1111,226.117,0.7,b1111
113.061,2.01,b1111,226.122,0.7,b1111
113.064,2.01,b1111,226.128,0.7,b1111
113.066,2.01,b1111,226.133,0.7,b1111
113.069,1.94,b1111,226.137,0.7,b1111
113.071,1.94,b1111,226.143,0.7,b1111
113.074,1.94,b1111,226.148,0.7,b1111
113.076,1.94,b1111,226.152,0.7,b1111
113.079,1.94,b1111,226.158,0.7,b1111
113.081,1.94,b1111,226.163,0.7,b1111
113.084,1.8,b1111,226.167,0.7,b1111
113.086,1.94,b1111,226.173,0.7,b1111
113.089,1.87,b1111,226.178,0.7,b1111
113.091,1.94,b1111,226.182,0.7,b1111
113.094,1.94,b1111,226.188,0.7,b1111
113.096,1.59,b1111,226.193,0.7,b1111
113.099,1.45,b1111,226.197,0.7,b1111
113.101,1.38,b1111,226.202,0.7,b1111
113.104,1.31,b1111,226.208,0.7,b1111
113.106,1.45,b1111,226.212,0.7,b1111
113.109,1.45,b1111,226.217,0.7,b1111
113.111,1.31,b1111,226.223,0.7,b1111
113.114,1.31,b1111,226.227,0.7,b1111
113.116,1.24,b1111,226.232,0.7,b1111
113.119,1.31,b1111,226.238,0.7,b1111
113.121,1.31,b1111,226.242,0.7,b1111
113.124,1.17,b1111,226.247,0.7,b1111
113.126,1.24,b1111,226.253,0.7,b1111
113.129,1.17,b1111,226.258,0.7,b1111
113.131,1.1,b1111,226.262,0.7,b1111
113.134,1.1,b1111,226.268,0.7,b1111
113.136,1.03,b1111,226.273,0.7,b1111
113.139,1.03,b1111,226.277,0.7,b1111
113.141,0.89,b1111,226.283,0.7,b1111
113.144,0.89,b1111,226.288,0.7,b1111
113.146,0.89,b1111,226.292,0.7,b1111
113.149,0.82,b1111,226.298,0.7,b1111
113.151,0.82,b1111,226.303,0.7,b1111
113.154,0.82,b1111,226.307,0.52,b1111
113.156,0.82,b1111,226.313,0.7,b1111
113.159,0.68,b1111,226.318,0.52,b1111
113.161,0.61,b1111,226.322,0.7,b1111
113.164,0.75,b1111,226.327,0.7,b1111
113.166,0.61,b1111,226.333,0.7,b1111
113.169,0.61,b1111,226.337,0.7,b1111
113.171,0.54,b1111,226.342,0.7,b1111
113.174,0.47,b1111,226.348,0.7,b1111
113.176,0.4,b1111,226.352,0.61,b1111
113.179,0.33,b1111,226.357,0.52,b1111
113.181,0.47,b1111,226.363,0.52,b1111
113.184,0.33,b1111,226.367,0.52,b1111
113.186,0.33,b1111,226.372,0.52,b1111
113.189,0.26,b1111,226.378,0.52,b1111
113.191,0.26,b1111,226.383,0.43,b1111
113.194,0.19,b1111,226.387,0.52,b1111
113.196,0.19,b1111,226.393,0.52,b1111
113.199,0.19,b1111,226.398,0.43,b1111
113.201,0.12,b1111,226.402,0.52,b1111
113.204,0.05,b1111,226.408,0.7,b1111
113.206,0.05,b1111,226.413,0.52,b1111
113.209,0.05,b1111,226.417,0.52,b1111
113.211,-0.09,b1111,226.423,0.43,b1111
113.214,0.05,b1111,226.428,0.52,b1111
113.216,-0.09,b1111,226.432,0.52,b1111
113.219,-0.23,b1111,226.438,0.52,b1111
113.221,-0.23,b1111,226.443,0.52,b1111
113.224,-0.09,b1111,226.447,0.35,b1111
113.226,-0.16,b1111,226.452,0.52,b1111
113.229,-0.23,b1111,226.458,0.43,b1111
113.231,-0.51,b1111,226.462,0.43,b1111
113.234,-0.23,b1111,226.467,0.52,b1111
113.236,-0.65,b1111,226.473,0.43,b1111
113.239,-0.37,b1111,226.477,0.43,b1111
113.241,-0.23,b1111,226.482,0.52,b1111
113.244,-0.65,b1111,226.488,0.43,b1111
113.246,-0.37,b1111,226.492,0.35,b1111
113.249,-0.79,b1111,226.497,0.35,b1111
113.251,-0.79,b1111,226.503,0.43,b1111
113.254,-0.51,b1111,226.508,0.43,b1111
113.256,-0.65,b1111,226.512,0.35,b1111
113.259,-0.79,b1111,226.518,0.35,b1111
113.261,-0.93,b1111,226.523,0.35,b1111
113.264,-0.86,b1111,226.527,0.35,b1111
113.266,-0.93,b1111,226.533,0.35,b1111
113.269,-0.93,b1111,226.538,0.52,b1111
113.271,-1,b1111,226.542,0.52,b1111
113.274,-1.07,b1111,226.548,0.43,b1111
113.276,-1.07,b1111,226.553,0.43,b1111
113.279,-1.07,b1111,226.557,0.35,b1111
113.281,-1.07,b1111,226.563,0.52,b1111
113.284,-1.07,b1111,226.568,0.35,b1111
113.286,-1,b1111,226.572,0.43,b1111
113.289,-1.22,b1111,226.577,0.43,b1111
113.291,-1.07,b1111,226.583,0.43,b1111
113.294,-1.07,b1111,226.587,0.52,b1111
113.296,-1.07,b1111,226.592,0.43,b1111
113.299,-1.07,b1111,226.598,0.43,b1111
113.301,-1.07,b1111,226.602,0.52,b1111
113.304,-1.14,b1111,226.607,0.43,b1111
113.306,-1.14,b1111,226.613,0.43,b1111
113.309,-1.14,b1111,226.617,0.43,b1111
113.311,-1.14,b1111,226.622,0.43,b1111
113.314,-1.22,b1111,226.628,0.52,b1111
113.316,-1.36,b1111,226.633,0.35,b1111
113.319,-1.36,b1111,226.637,0.35,b1111
113.321,-1.36,b1111,226.643,0.43,b1111
113.324,-1.36,b1111,226.648,0.35,b1111
113.326,-1.36,b1111,226.652,0.43,b1111
113.329,-1.43,b1111,226.658,0.35,b1111
113.331,-1.36,b1111,226.663,0.35,b1111
113.334,-1.43,b1111,226.667,0.43,b1111
113.336,-1.5,b1111,226.673,0.43,b1111
113.339,-1.43,b1111,226.678,0.35,b1111
113.341,-1.64,b1111,226.682,0,b1111
113.344,-1.64,b1111,226.688,0,b1111
113.346,-1.64,b1111,226.693,0.35,b1111
113.349,-1.5,b1111,226.697,0,b1111
113.351,-1.64,b1111,226.702,0,b1111
113.354,-1.64,b1111,226.708,0.17,b1111
113.356,-1.64,b1111,226.712,0,b1111
113.359,-1.64,b1111,226.717,0.08,b1111
113.361,-1.5,b1111,226.723,0.17,b1111
113.364,-1.57,b1111,226.727,0.26,b1111
113.366,-1.64,b1111,226.732,0.35,b1111
113.369,-1.43,b1111,226.738,0.43,b1111
113.371,-1.43,b1111,226.742,0.43,b1111
113.374,-1.43,b1111,226.747,0.52,b1111
113.376,-1.43,b1111,226.753,0.52,b1111
113.379,-1.43,b1111,226.758,0.52,b1111
113.381,-1.36,b1111,226.762,0.52,b1111
113.384,-1.36,b1111,226.768,0.52,b1111
113.386,-1.36,b1111,226.773,0.52,b1111
113.389,-1.36,b1111,226.777,0.61,b1111
113.391,-1.36,b1111,226.783,0.52,b1111
113.394,-1.29,b1111,226.788,0.52,b1111
113.396,-1.36,b1111,226.792,0.7,b1111
113.399,-1.36,b1111,226.798,0.52,b1111
113.401,-1.14,b1111,226.803,0.7,b1111
113.404,-1.22,b1111,226.807,0.7,b1111
113.406,-1.14,b1111,226.813,0.7,b1111
113.409,-1.14,b1111,226.818,0.7,b1111
113.411,-1.07,b1111,226.822,0.52,b1111
113.414,-0.93,b1111,226.827,0.7,b1111
113.416,-1.07,b1111,226.833,0.52,b1111
113.419,-1.07,b1111,226.837,0.52,b1111
113.421,-1,b1111,226.842,0.52,b1111
113.424,-1,b1111,226.848,0.52,b1111
113.426,-0.93,b1111,226.852,0.35,b1111
113.429,-0.93,b1111,226.857,0.35,b1111
113.431,-0.93,b1111,226.863,0.35,b1111
113.434,-0.79,b1111,226.867,0.52,b1111
113.436,-0.16,b1111,226.872,0.35,b1111
113.439,-0.79,b1111,226.878,0.35,b1111
113.441,-0.72,b1111,226.883,0.35,b1111
113.444,-0.58,b1111,226.887,0.26,b1111
113.446,-0.93,b1111,226.893,0.35,b1111
113.449,-0.79,b1111,226.898,0.17,b1111
113.451,-0.79,b1111,226.902,0.17,b1111
113.454,0.19,b1111,226.908,0.17,b1111
113.456,-0.23,b1111,226.913,0.17,b1111
113.459,-0.23,b1111,226.917,0.17,b1111
113.461,-0.37,b1111,226.923,0.17,b1111
113.464,-0.09,b1111,226.928,0.17,b1111
113.466,0.12,b1111,226.932,0.26,b1111
113.469,-0.23,b1111,226.938,0.26,b1111
113.471,-0.02,b1111,226.943,0.26,b1111
113.474,0.05,b1111,226.947,0.35,b1111
113.476,0.05,b1111,226.952,0.35,b1111
113.479,-0.09,b1111,226.958,0.35,b1111
113.481,-0.02,b1111,226.962,0.35,b1111
113.484,-0.02,b1111,226.967,0.35,b1111
113.486,0.05,b1111,226.973,0.43,b1111
113.489,0.05,b1111,226.977,0.52,b1111
113.491,0.05,b1111,226.982,0.43,b1111
113.494,0.05,b1111,226.988,0.43,b1111
113.496,0.12,b1111,226.992,0.43,b1111
113.499,0.12,b1111,226.997,0.61,b1111
113.501,0.26,b1111,227.003,0.52,b1111
113.504,0.33,b1111,227.008,0.7,b1111
113.506,0.33,b1111,227.012,0.7,b1111
113.509,0.33,b1111,227.018,0.52,b1111
113.511,0.33,b1111,227.023,0.52,b1111
113.514,0.4,b1111,227.027,0.52,b1111
113.516,0.54,b1111,227.033,0.52,b1111
113.519,0.47,b1111,227.038,0.43,b1111
113.521,0.68,b1111,227.042,0.52,b1111
113.524,0.61,b1111,227.048,0.43,b1111
113.526,0.68,b1111,227.053,0.52,b1111
113.529,0.82,b1111,227.057,0.52,b1111
113.531,0.61,b1111,227.063,0.43,b1111
113.534,0.89,b1111,227.068,0.43,b1111
113.536,0.68,b1111,227.072,0.43,b1111
113.539,0.89,b1111,227.077,0.52,b1111
113.541,0.82,b1111,227.083,0.52,b1111
113.544,1.03,b1111,227.087,0.43,b1111
113.546,0.89,b1111,227.092,0.43,b1111
113.549,1.1,b1111,227.098,0.43,b1111
113.551,0.96,b1111,227.102,0.35,b1111
113.554,1.03,b1111,227.107,0.35,b1111
113.556,1.1,b1111,227.113,0.35,b1111
113.559,1.17,b1111,227.117,0.43,b1111
113.561,1.17,b1111,227.122,0.35,b1111
113.564,1.17,b1111,227.128,0.35,b1111
113.566,1.24,b1111,227.133,0.26,b1111
113.569,1.31,b1111,227.137,0.35,b1111
113.571,1.24,b1111,227.143,0.35,b1111
113.574,1.38,b1111,227.148,0.35,b1111
113.576,1.45,b1111,227.152,0.35,b1111
113.579,1.38,b1111,227.158,0.35,b1111
113.581,1.45,b1111,227.163,0.35,b1111
113.584,1.52,b1111,227.167,0.43,b1111
113.586,1.45,b1111,227.173,0.43,b1111
113.589,1.52,b1111,227.178,0.43,b1111
113.591,1.45,b1111,227.182,0.35,b1111
113.594,1.52,b1111,227.188,0.35,b1111
113.596,1.87,b1111,227.193,0.43,b1111
113.599,1.8,b1111,227.197,0.52,b1111
113.601,1.94,b1111,227.202,0.43,b1111
113.604,1.94,b1111,227.208,0.52,b1111
113.606,1.94,b1111,227.212,0.35,b1111
113.609,1.94,b1111,227.217,0.52,b1111
113.611,2.01,b1111,227.223,0.52,b1111
113.614,1.94,b1111,227.227,0.52,b1111
113.616,1.94,b1111,227.232,0.52,b1111
113.619,2.01,b1111,227.238,0.52,b1111
113.621,2.01,b1111,227.242,0.43,b1111
113.624,2.08,b1111,227.247,0.52,b1111
113.626,2.15,b1111,227.253,0.52,b1111
113.629,2.08,b1111,227.258,0.52,b1111
113.631,2.22,b1111,227.262,0.52,b1111
113.634,2.22,b1111,227.268,0.52,b1111
113.636,2.22,b1111,227.273,0.52,b1111
113.639,2.29,b1111,227.277,0.52,b1111
113.641,2.22,b1111,227.283,0.52,b1111
113.644,2.29,b1111,227.288,0.43,b1111
113.646,2.36,b1111,227.292,0.43,b1111
113.649,2.43,b1111,227.298,0.43,b1111
113.651,2.5,b1111,227.303,0.52,b1111
113.654,2.43,b1111,227.307,0.52,b1111
113.656,2.5,b1111,227.313,0.52,b1111
113.659,2.57,b1111,227.318,0.52,b1111
113.661,2.57,b1111,227.322,0.43,b1111
113.664,2.5,b1111,227.327,0.43,b1111
113.666,2.57,b1111,227.333,0.52,b1111
113.669,2.64,b1111,227.337,0.52,b1111
113.671,2.57,b1111,227.342,0.52,b1111
113.674,2.57,b1111,227.348,0.52,b1111
113.676,2.5,b1111,227.352,0.43,b1111
113.679,2.5,b1111,227.357,0.43,b1111
113.681,2.57,b1111,227.363,0.43,b1111
113.684,2.5,b1111,227.367,0.52,b1111
113.686,2.57,b1111,227.372,0.52,b1111
113.689,2.57,b1111,227.378,0.43,b1111
113.691,2.5,b1111,227.383,0.52,b1111
113.694,2.43,b1111,227.387,0.43,b1111
113.696,2.57,b1111,227.393,0.43,b1111
113.699,2.57,b1111,227.398,0.52,b1111
113.701,2.5,b1111,227.402,0.52,b1111
113.704,2.64,b1111,227.408,0.52,b1111
113.706,2.57,b1111,227.413,0.52,b1111
113.709,2.57,b1111,227.417,0.52,b1111
113.711,2.57,b1111,227.423,0.7,b1111
113.714,2.5,b1111,227.428,0.52,b1111
113.716,2.5,b1111,227.432,0.52,b1111
113.719,2.36,b1111,227.438,0.43,b1111
113.721,2.36,b1111,227.443,0.52,b1111
113.724,2.29,b1111,227.447,0.52,b1111
113.726,2.36,b1111,227.452,0.52,b1111
113.729,2.29,b1111,227.458,0.52,b1111
113.731,2.29,b1111,227.462,0.35,b1111
113.734,2.29,b1111,227.467,0.52,b1111
113.736,2.29,b1111,227.473,0.43,b1111
113.739,2.29,b1111,227.477,0.52,b1111
113.741,2.15,b1111,227.482,0.43,b1111
113.744,2.08,b1111,227.488,0.43,b1111
113.746,2.01,b1111,227.492,0.35,b1111
113.749,2.15,b1111,227.497,0.43,b1111
113.751,2.01,b1111,227.503,0.35,b1111
113.754,1.94,b1111,227.508,0.35,b1111
113.756,1.94,b1111,227.512,0.43,b1111
113.759,1.94,b1111,227.518,0.35,b1111
113.761,1.94,b1111,227.523,0.35,b1111
113.764,1.94,b1111,227.527,0.35,b1111
113.766,1.73,b1111,227.533,0.35,b1111
113.769,1.66,b1111,227.538,0.43,b1111
113.771,1.45,b1111,227.542,0.35,b1111
113.774,1.45,b1111,227.548,0.43,b1111
113.776,1.45,b1111,227.553,0.43,b1111
113.779,1.45,b1111,227.557,0.35,b1111
113.781,1.31,b1111,227.563,0.52,b1111
113.784,1.24,b1111,227.568,0.43,b1111
113.786,1.17,b1111,227.572,0.52,b1111
113.789,1.17,b1111,227.577,0.35,b1111
113.791,1.17,b1111,227.583,0.43,b1111
113.794,1.17,b1111,227.587,0.52,b1111
113.796,1.1,b1111,227.592,0.52,b1111
113.799,0.96,b1111,227.598,0.52,b1111
113.801,0.89,b1111,227.602,0.52,b1111
113.804,0.96,b1111,227.607,0.52,b1111
113.806,0.89,b1111,227.613,0.52,b1111
113.809,0.89,b1111,227.617,0.52,b1111
113.811,0.89,b1111,227.622,0.52,b1111
113.814,0.89,b1111,227.628,0.52,b1111
113.816,0.89,b1111,227.633,0.52,b1111
113.819,0.82,b1111,227.637,0.43,b1111
113.821,0.82,b1111,227.643,0.43,b1111
113.824,0.82,b1111,227.648,0.52,b1111
113.826,0.61,b1111,227.652,0.43,b1111
113.829,0.61,b1111,227.658,0.43,b1111
113.831,0.54,b1111,227.663,0.52,b1111
113.834,0.54,b1111,227.667,0.43,b1111
113.836,0.54,b1111,227.673,0.43,b1111
113.839,0.4,b1111,227.678,0.35,b1111
113.841,0.54,b1111,227.682,0.52,b1111
113.844,0.47,b1111,227.688,0.52,b1111
113.846,0.33,b1111,227.693,0.43,b1111
113.849,0.26,b1111,227.697,0.35,b1111
113.851,0.26,b1111,227.702,0.43,b1111
113.854,0.19,b1111,227.708,0.35,b1111
113.856,0.19,b1111,227.712,0.35,b1111
113.859,0.05,b1111,227.717,0.35,b1111
113.861,0.05,b1111,227.723,0.35,b1111
113.864,-0.02,b1111,227.727,0.35,b1111
113.866,0.05,b1111,227.732,0.35,b1111
113.869,0.05,b1111,227.738,0.35,b1111
113.871,0.05,b1111,227.742,0.35,b1111
113.874,0.05,b1111,227.747,0.43,b1111
113.876,-0.09,b1111,227.753,0.43,b1111
113.879,-0.09,b1111,227.758,0.43,b1111
113.881,-0.16,b1111,227.762,0.43,b1111
113.884,-0.23,b1111,227.768,0.35,b1111
113.886,-0.23,b1111,227.773,0.35,b1111
113.889,-0.37,b1111,227.777,0.35,b1111
113.891,-0.37,b1111,227.783,0.43,b1111
113.894,-0.23,b1111,227.788,0.43,b1111
113.896,-0.37,b1111,227.792,0.43,b1111
113.899,-0.51,b1111,227.798,0.43,b1111
113.901,-0.23,b1111,227.803,0.43,b1111
113.904,-0.79,b1111,227.807,0.43,b1111
113.906,-0.93,b1111,227.813,0.43,b1111
113.909,-0.79,b1111,227.818,0.35,b1111
113.911,-1,b1111,227.822,0.43,b1111
113.914,-1,b1111,227.827,0.35,b1111
113.916,-1.07,b1111,227.833,0.35,b1111
113.919,-0.93,b1111,227.837,0.35,b1111
113.921,-0.93,b1111,227.842,0.35,b1111
113.924,-1,b1111,227.848,0.35,b1111
113.926,-0.93,b1111,227.852,0.35,b1111
113.929,-0.93,b1111,227.857,0.35,b1111
113.931,-1,b1111,227.863,0.43,b1111
113.934,-1.07,b1111,227.867,0.35,b1111
113.936,-1.07,b1111,227.872,0.26,b1111
113.939,-1.14,b1111,227.878,0.35,b1111
113.941,-1.14,b1111,227.883,0.35,b1111
113.944,-1.14,b1111,227.887,0.35,b1111
113.946,-1.14,b1111,227.893,0.35,b1111
