Time@Axial Accel (Gs),Axial Accel (Gs),bILBA,Time@Lateral Accel (Gs),Lateral Accel (Gs),bILBA
191.194,2.5,b1111,,
191.196,2.43,b1111,,
191.199,2.43,b1111,,
191.201,2.29,b1111,,
191.204,2.15,b1111,,
191.206,2.08,b1111,,
191.209,2.01,b1111,,
191.211,2.01,b1111,,
191.214,1.94,b1111,,
191.216,1.94,b1111,,
191.219,1.8,b1111,,
191.221,1.45,b1111,,
191.224,0.82,b1111,,
191.226,1.45,b1111,,
191.229,1.17,b1111,,
191.231,1.17,b1111,,
191.234,1.17,b1111,,
191.236,1.03,b1111,,
191.239,0.89,b1111,,
191.241,0.89,b1111,,
191.244,0.82,b1111,,
191.246,0.82,b1111,,
191.249,0.61,b1111,,
191.251,0.54,b1111,,
191.254,0.61,b1111,,
191.256,0.54,b1111,,
191.259,0.4,b1111,,
191.261,0.33,b1111,,
191.264,0.33,b1111,,
191.266,0.19,b1111,,
191.269,0.33,b1111,,
191.271,0.19,b1111,,
191.274,0.05,b1111,,
191.276,0.05,b1111,,
191.279,-0.09,b1111,,
191.281,-0.09,b1111,,
191.284,-0.09,b1111,,
191.286,-0.23,b1111,,
191.289,-0.23,b1111,,
191.291,-0.23,b1111,,
191.294,-0.23,b1111,,
191.296,-0.23,b1111,,
191.299,-0.23,b1111,,
191.301,-0.37,b1111,,
191.304,-0.37,b1111,,
191.306,-0.86,b1111,,
191.309,-0.86,b1111,,
191.311,-0.93,b1111,,
191.314,-1,b1111,,
191.316,-1,b1111,,
191.319,-1.07,b1111,,
191.321,-0.93,b1111,,
191.324,-1.07,b1111,,
191.326,-1.07,b1111,,
191.329,-1.07,b1111,,
191.331,-1.07,b1111,,
191.334,-1.14,b1111,,
191.336,-1.14,b1111,,
191.339,-1.14,b1111,,
191.341,-1.07,b1111,,
191.344,-1.14,b1111,,
191.346,-1.07,b1111,,
191.349,-1.07,b1111,,
191.351,-1.14,b1111,,
191.354,-1.14,b1111,,
191.356,-1.22,b1111,,
191.359,-1.14,b1111,,
191.361,-1.29,b1111,,
191.364,-1.36,b1111,,
191.366,-1.29,b1111,,
191.369,-1.29,b1111,,
191.371,-1.36,b1111,,
191.374,-1.22,b1111,,
191.376,-1.22,b1111,,
191.379,-1.14,b1111,,
191.381,-1.22,b1111,,
191.384,-1.14,b1111,,
191.386,-1.22,b1111,,
191.389,-1.22,b1111,,
191.391,-1.22,b1111,,
191.394,-1.29,b1111,,
191.396,-1.22,b1111,,
191.399,-1.36,b1111,,
191.401,-1.36,b1111,,
191.404,-1.29,b1111,,
191.406,-1.36,b1111,,
191.409,-1.29,b1111,,
191.411,-1.36,b1111,,
191.414,-1.36,b1111,,
191.416,-1.36,b1111,,
191.419,-1.36,b1111,,
191.421,-1.29,b1111,,
191.424,-1.36,b1111,,
191.426,-1.36,b1111,,
191.429,-1.29,b1111,,
191.431,-1.36,b1111,,
191.434,-1.36,b1111,,
191.436,-1.29,b1111,,
191.439,-1.22,b1111,,
191.441,-1.07,b1111,,
191.444,-1.22,b1111,,
191.446,-1.22,b1111,,
191.449,-1.22,b1111,,
191.451,-1.14,b1111,,
191.454,-1.22,b1111,,
191.456,-1.22,b1111,,
191.459,-1.14,b1111,,
191.461,-1.14,b1111,,
191.464,-1.07,b1111,,
191.466,-1.07,b1111,,
191.469,-1.07,b1111,,
191.471,-1.07,b1111,,
191.474,-1.07,b1111,,
191.476,-1,b1111,,
191.479,-0.93,b1111,,
191.481,-1.07,b1111,,
191.484,-1.07,b1111,,
191.486,-1,b1111,,
191.489,-0.86,b1111,,
191.491,-1,b1111,,
191.494,-0.86,b1111,,
191.496,-0.72,b1111,,
191.499,-0.23,b1111,,
191.501,-0.23,b1111,,
191.504,-0.23,b1111,,
191.506,-0.86,b1111,,
191.509,-0.37,b1111,,
191.511,-0.37,b1111,,
191.514,-0.23,b1111,,
191.516,-0.23,b1111,,
191.519,-0.51,b1111,,
191.521,-0.23,b1111,,
191.524,-0.23,b1111,,
191.526,-0.16,b1111,,
191.529,-0.16,b1111,,
191.531,-0.02,b1111,,
191.534,-0.16,b1111,,
191.536,-0.09,b1111,,
191.539,-0.02,b1111,,
191.541,-0.02,b1111,,
191.544,0.05,b1111,,
191.546,-0.09,b1111,,
191.549,0.05,b1111,,
191.551,0.05,b1111,,
191.554,0.05,b1111,,
191.556,0.05,b1111,,
191.559,0.05,b1111,,
191.561,0.05,b1111,,
191.564,0.05,b1111,,
191.566,0.12,b1111,,
191.569,0.05,b1111,,
191.571,0.12,b1111,,
191.574,0.05,b1111,,
191.576,0.19,b1111,,
191.579,0.19,b1111,,
191.581,0.26,b1111,,
191.584,0.26,b1111,,
191.586,0.19,b1111,,
191.589,0.19,b1111,,
191.591,0.19,b1111,,
191.594,0.26,b1111,,
191.596,0.33,b1111,,
191.599,0.26,b1111,,
191.601,0.33,b1111,,
191.604,0.33,b1111,,
191.606,0.4,b1111,,
191.609,0.47,b1111,,
191.611,0.47,b1111,,
191.614,0.54,b1111,,
191.616,0.54,b1111,,
191.619,0.54,b1111,,
191.621,0.61,b1111,,
191.624,0.61,b1111,,
191.626,0.54,b1111,,
191.629,0.82,b1111,,
191.631,0.61,b1111,,
191.634,0.75,b1111,,
191.636,0.82,b1111,,
191.639,0.82,b1111,,
191.641,0.68,b1111,,
191.644,0.82,b1111,,
191.646,0.82,b1111,,
191.649,0.82,b1111,,
191.651,0.89,b1111,,
191.654,0.82,b1111,,
191.656,0.82,b1111,,
191.659,0.89,b1111,,
191.661,0.89,b1111,,
191.664,0.89,b1111,,
191.666,0.96,b1111,,
191.669,1.03,b1111,,
191.671,0.96,b1111,,
191.674,0.89,b1111,,
191.676,0.96,b1111,,
191.679,1.1,b1111,,
191.681,0.96,b1111,,
191.684,1.03,b1111,,
191.686,1.03,b1111,,
191.689,1.1,b1111,,
191.691,1.17,b1111,,
191.694,1.1,b1111,,
191.696,1.17,b1111,,
191.699,1.17,b1111,,
191.701,1.1,b1111,,
191.704,1.17,b1111,,
191.706,1.17,b1111,,
191.709,1.17,b1111,,
191.711,1.17,b1111,,
191.714,1.17,b1111,,
191.716,1.17,b1111,,
191.719,1.17,b1111,,
191.721,1.17,b1111,,
191.724,1.17,b1111,,
191.726,1.17,b1111,,
191.729,1.17,b1111,,
191.731,1.17,b1111,,
191.734,1.17,b1111,,
191.736,1.1,b1111,,
191.739,1.17,b1111,,
191.741,1.17,b1111,,
191.744,1.17,b1111,,
191.746,1.17,b1111,,
191.749,1.24,b1111,,
191.751,1.17,b1111,,
191.754,1.31,b1111,,
191.756,1.17,b1111,,
191.759,1.17,b1111,,
191.761,1.17,b1111,,
191.764,1.17,b1111,,
191.766,1.24,b1111,,
191.769,1.17,b1111,,
191.771,1.17,b1111,,
191.774,1.17,b1111,,
191.776,1.17,b1111,,
191.779,1.17,b1111,,
191.781,1.17,b1111,,
191.784,1.17,b1111,,
191.786,1.17,b1111,,
191.789,1.17,b1111,,
191.791,1.17,b1111,,
191.794,1.03,b1111,,
191.796,1.17,b1111,,
191.799,1.1,b1111,,
191.801,1.1,b1111,,
191.804,1.1,b1111,,
191.806,1.03,b1111,,
191.809,1.03,b1111,,
191.811,1.1,b1111,,
191.814,1.1,b1111,,
191.816,0.89,b1111,,
191.819,0.96,b1111,,
191.821,0.96,b1111,,
191.824,0.89,b1111,,
191.826,0.96,b1111,,
191.829,0.89,b1111,,
191.831,0.89,b1111,,
191.834,0.89,b1111,,
191.836,0.89,b1111,,
191.839,0.89,b1111,,
191.841,0.61,b1111,,
191.844,0.61,b1111,,
191.846,0.61,b1111,,
191.849,0.61,b1111,,
191.851,0.54,b1111,,
191.854,0.61,b1111,,
191.856,0.61,b1111,,
191.859,0.54,b1111,,
191.861,0.4,b1111,,
191.864,0.33,b1111,,
191.866,0.4,b1111,,
191.869,0.4,b1111,,
191.871,0.33,b1111,,
191.874,0.26,b1111,,
191.876,0.19,b1111,,
191.879,0.19,b1111,,
191.881,0.19,b1111,,
191.884,0.19,b1111,,
191.886,0.19,b1111,,
191.889,0.12,b1111,,
191.891,0.05,b1111,,
191.894,0.05,b1111,,
191.896,0.05,b1111,,
191.899,0.05,b1111,,
191.901,0.05,b1111,,
191.904,-0.09,b1111,,
191.906,-0.09,b1111,,
191.909,-0.02,b1111,,
191.911,-0.02,b1111,,
191.914,-0.16,b1111,,
191.916,-0.09,b1111,,
191.919,-0.09,b1111,,
191.921,-0.16,b1111,,
191.924,-0.23,b1111,,
191.926,-0.23,b1111,,
191.929,-0.23,b1111,,
191.931,-0.37,b1111,,
191.934,-0.51,b1111,,
191.936,-0.37,b1111,,
191.939,-0.65,b1111,,
191.941,-0.86,b1111,,
191.944,-0.93,b1111,,
191.946,-0.93,b1111,,
191.949,-1,b1111,,
191.951,-1.07,b1111,,
191.954,-1.07,b1111,,
191.956,-1.07,b1111,,
191.959,-1.07,b1111,,
191.961,-1.07,b1111,,
191.964,-1.14,b1111,,
191.966,-1.22,b1111,,
191.969,-1.29,b1111,,
191.971,-1.29,b1111,,
191.974,-1.36,b1111,,
191.976,-1.29,b1111,,
191.979,-1.29,b1111,,
191.981,-1.36,b1111,,
191.984,-1.36,b1111,,
191.986,-1.36,b1111,,
191.989,-1.36,b1111,,
191.991,-1.36,b1111,,
191.994,-1.36,b1111,,
191.996,-1.36,b1111,,
191.999,-1.43,b1111,,
192.001,-1.36,b1111,,
192.004,-1.43,b1111,,
192.006,-1.43,b1111,,
192.009,-1.57,b1111,,
192.011,-1.71,b1111,,
192.014,-1.5,b1111,,
192.016,-1.64,b1111,,
192.019,-1.64,b1111,,
192.021,-1.64,b1111,,
192.024,-1.64,b1111,,
192.026,-1.71,b1111,,
192.029,-1.64,b1111,,
192.031,-1.64,b1111,,
192.034,-1.71,b1111,,
192.036,-1.64,b1111,,
192.039,-1.64,b1111,,
192.041,-1.64,b1111,,
192.044,-1.64,b1111,,
192.046,-1.64,b1111,,
192.049,-1.5,b1111,,
192.051,-1.64,b1111,,
192.054,-1.64,b1111,,
192.056,-1.64,b1111,,
192.059,-1.57,b1111,,
192.061,-1.64,b1111,,
192.064,-1.64,b1111,,
192.066,-1.64,b1111,,
192.069,-1.57,b1111,,
192.071,-1.43,b1111,,
192.074,-1.36,b1111,,
192.076,-1.36,b1111,,
192.079,-1.36,b1111,,
192.081,-1.36,b1111,,
192.084,-1.36,b1111,,
192.086,-1.36,b1111,,
192.089,-1.36,b1111,,
192.091,-1.36,b1111,,
192.094,-1.36,b1111,,
192.096,-1.22,b1111,,
192.099,-1.22,b1111,,
192.101,-1.22,b1111,,
192.104,-1.29,b1111,,
192.106,-1.22,b1111,,
192.109,-1.22,b1111,,
192.111,-1.07,b1111,,
192.114,-1.07,b1111,,
192.116,-1.07,b1111,,
192.119,-1.07,b1111,,
192.121,-1.07,b1111,,
192.124,-0.93,b1111,,
192.126,-0.65,b1111,,
192.129,-0.79,b1111,,
192.131,-0.37,b1111,,
192.134,-0.23,b1111,,
192.136,-0.23,b1111,,
192.139,-0.23,b1111,,
192.141,-0.23,b1111,,
192.144,-0.02,b1111,,
192.146,-0.09,b1111,,
192.149,0.05,b1111,,
192.151,0.05,b1111,,
192.154,0.05,b1111,,
192.156,0.05,b1111,,
192.159,0.05,b1111,,
192.161,0.05,b1111,,
192.164,0.19,b1111,,
192.166,0.19,b1111,,
192.169,0.12,b1111,,
192.171,0.19,b1111,,
192.174,0.33,b1111,,
192.176,0.26,b1111,,
192.179,0.33,b1111,,
192.181,0.33,b1111,,
192.184,0.33,b1111,,
192.186,0.47,b1111,,
192.189,0.4,b1111,,
192.191,0.4,b1111,,
192.194,0.47,b1111,,
192.196,0.47,b1111,,
192.199,0.61,b1111,,
192.201,0.61,b1111,,
192.204,0.61,b1111,,
192.206,0.61,b1111,,
192.209,0.61,b1111,,
192.211,0.61,b1111,,
192.214,0.61,b1111,,
192.216,0.75,b1111,,
192.219,0.82,b1111,,
192.221,0.82,b1111,,
192.224,0.89,b1111,,
192.226,0.89,b1111,,
192.229,0.89,b1111,,
192.231,0.89,b1111,,
192.234,0.89,b1111,,
192.236,0.89,b1111,,
192.239,0.82,b1111,,
192.241,0.89,b1111,,
192.244,0.89,b1111,,
192.246,0.82,b1111,,
192.249,0.89,b1111,,
192.251,0.89,b1111,,
192.254,0.89,b1111,,
192.256,0.89,b1111,,
192.259,0.89,b1111,,
192.261,0.89,b1111,,
192.264,0.89,b1111,,
192.266,0.89,b1111,,
192.269,0.96,b1111,,
192.271,0.89,b1111,,
192.274,0.96,b1111,,
192.276,1.03,b1111,,
192.279,1.03,b1111,,
192.281,1.03,b1111,,
192.284,1.03,b1111,,
192.286,0.96,b1111,,
192.289,0.96,b1111,,
192.291,1.03,b1111,,
192.294,1.1,b1111,,
192.296,1.17,b1111,,
192.299,1.03,b1111,,
192.301,1.1,b1111,,
192.304,1.17,b1111,,
192.306,1.17,b1111,,
192.309,1.17,b1111,,
192.311,1.17,b1111,,
192.314,1.17,b1111,,
192.316,1.1,b1111,,
192.319,1.1,b1111,,
192.321,1.03,b1111,,
192.324,1.1,b1111,,
192.326,1.17,b1111,,
192.329,1.03,b1111,,
192.331,1.1,b1111,,
192.334,1.03,b1111,,
192.336,1.03,b1111,,
192.339,0.96,b1111,,
192.341,1.03,b1111,,
192.344,0.89,b1111,,
192.346,0.89,b1111,,
192.349,0.96,b1111,,
192.351,0.89,b1111,,
192.354,0.89,b1111,,
192.356,0.89,b1111,,
192.359,0.96,b1111,,
192.361,0.96,b1111,,
192.364,0.89,b1111,,
192.366,0.89,b1111,,
192.369,0.82,b1111,,
192.371,0.89,b1111,,
192.374,0.89,b1111,,
192.376,0.89,b1111,,
192.379,0.89,b1111,,
192.381,0.89,b1111,,
192.384,0.89,b1111,,
192.386,0.82,b1111,,
192.389,0.89,b1111,,
192.391,0.89,b1111,,
192.394,0.82,b1111,,
192.396,0.82,b1111,,
192.399,0.82,b1111,,
192.401,0.89,b1111,,
192.404,0.89,b1111,,
192.406,0.82,b1111,,
192.409,0.82,b1111,,
192.411,0.68,b1111,,
192.414,0.68,b1111,,
192.416,0.68,b1111,,
192.419,0.61,b1111,,
192.421,0.61,b1111,,
192.424,0.68,b1111,,
192.426,0.61,b1111,,
192.429,0.68,b1111,,
192.431,0.75,b1111,,
192.434,0.61,b1111,,
192.436,0.68,b1111,,
192.439,0.68,b1111,,
192.441,0.82,b1111,,
192.444,0.75,b1111,,
192.446,0.82,b1111,,
192.449,0.82,b1111,,
192.451,0.82,b1111,,
192.454,0.82,b1111,,
192.456,0.82,b1111,,
192.459,0.75,b1111,,
192.461,0.61,b1111,,
192.464,0.61,b1111,,
192.466,0.61,b1111,,
192.469,0.61,b1111,,
192.471,0.61,b1111,,
192.474,0.61,b1111,,
192.476,0.61,b1111,,
192.479,0.61,b1111,,
192.481,0.61,b1111,,
192.484,0.68,b1111,,
192.486,0.61,b1111,,
192.489,0.61,b1111,,
192.491,0.61,b1111,,
192.494,0.54,b1111,,
192.496,0.61,b1111,,
192.499,0.54,b1111,,
192.501,0.54,b1111,,
192.504,0.61,b1111,,
192.506,0.54,b1111,,
192.509,0.47,b1111,,
192.511,0.33,b1111,,
192.514,0.33,b1111,,
192.516,0.33,b1111,,
192.519,0.54,b1111,,
192.521,0.47,b1111,,
192.524,0.4,b1111,,
192.526,0.47,b1111,,
192.529,0.4,b1111,,
192.531,0.4,b1111,,
192.534,0.4,b1111,,
192.536,0.33,b1111,,
192.539,0.19,b1111,,
192.541,0.33,b1111,,
192.544,0.33,b1111,,
192.546,0.33,b1111,,
192.549,0.33,b1111,,
192.551,0.33,b1111,,
192.554,0.33,b1111,,
192.556,0.26,b1111,,
192.559,0.33,b1111,,
192.561,0.26,b1111,,
192.564,0.26,b1111,,
192.566,0.33,b1111,,
192.569,0.26,b1111,,
192.571,0.26,b1111,,
192.574,0.19,b1111,,
192.576,0.19,b1111,,
192.579,0.26,b1111,,
192.581,0.26,b1111,,
192.584,0.19,b1111,,
192.586,0.19,b1111,,
192.589,0.33,b1111,,
192.591,0.33,b1111,,
192.594,0.26,b1111,,
192.596,0.33,b1111,,
192.599,0.33,b1111,,
192.601,0.26,b1111,,
192.604,0.33,b1111,,
192.606,0.33,b1111,,
192.609,0.33,b1111,,
192.611,0.33,b1111,,
192.614,0.33,b1111,,
192.616,0.33,b1111,,
192.619,0.26,b1111,,
192.621,0.33,b1111,,
192.624,0.33,b1111,,
192.626,0.33,b1111,,
192.629,0.26,b1111,,
192.631,0.33,b1111,,
192.634,0.33,b1111,,
192.636,0.33,b1111,,
192.639,0.33,b1111,,
192.641,0.33,b1111,,
192.644,0.33,b1111,,
192.646,0.33,b1111,,
192.649,0.33,b1111,,
192.651,0.33,b1111,,
192.654,0.26,b1111,,
192.656,0.33,b1111,,
192.659,0.33,b1111,,
192.661,0.26,b1111,,
192.664,0.26,b1111,,
192.666,0.26,b1111,,
192.669,0.26,b1111,,
192.671,0.26,b1111,,
192.674,0.19,b1111,,
192.676,0.05,b1111,,
192.679,0.12,b1111,,
192.681,0.05,b1111,,
192.684,0.19,b1111,,
192.686,0.05,b1111,,
192.689,0.05,b1111,,
192.691,0.19,b1111,,
192.694,0.19,b1111,,
192.696,0.12,b1111,,
192.699,0.05,b1111,,
192.701,0.05,b1111,,
192.704,0.05,b1111,,
192.706,0.05,b1111,,
192.709,0.05,b1111,,
192.711,0.05,b1111,,
192.714,0.05,b1111,,
192.716,0.05,b1111,,
192.719,-0.02,b1111,,
192.721,0.05,b1111,,
192.724,0.05,b1111,,
192.726,0.05,b1111,,
192.729,0.05,b1111,,
192.731,0.05,b1111,,
192.734,0.05,b1111,,
192.736,0.05,b1111,,
192.739,-0.02,b1111,,
192.741,-0.02,b1111,,
192.744,0.05,b1111,,
192.746,0.05,b1111,,
192.749,0.05,b1111,,
192.751,0.05,b1111,,
192.754,0.05,b1111,,
192.756,0.05,b1111,,
192.759,0.12,b1111,,
192.761,0.05,b1111,,
192.764,0.05,b1111,,
192.766,0.05,b1111,,
192.769,0.05,b1111,,
192.771,0.05,b1111,,
192.774,0.05,b1111,,
192.776,0.05,b1111,,
192.779,0.05,b1111,,
192.781,0.05,b1111,,
192.784,0.05,b1111,,
192.786,0.05,b1111,,
192.789,0.05,b1111,,
192.791,0.12,b1111,,
192.794,0.05,b1111,,
192.796,0.12,b1111,,
192.799,0.12,b1111,,
192.801,0.12,b1111,,
192.804,0.05,b1111,,
192.806,0.12,b1111,,
192.809,0.19,b1111,,
192.811,0.19,b1111,,
192.814,0.19,b1111,,
192.816,0.05,b1111,,
192.819,0.12,b1111,,
192.821,0.19,b1111,,
192.824,0.19,b1111,,
192.826,0.12,b1111,,
192.829,0.12,b1111,,
192.831,0.26,b1111,,
192.834,0.19,b1111,,
192.836,0.26,b1111,,
192.839,0.33,b1111,,
192.841,0.33,b1111,,
192.844,0.33,b1111,,
192.846,0.33,b1111,,
192.849,0.47,b1111,,
192.851,0.33,b1111,,
192.854,0.33,b1111,,
192.856,0.19,b1111,,
192.859,0.12,b1111,,
192.861,0.12,b1111,,
192.864,0.19,b1111,,
192.866,0.19,b1111,,
192.869,0.26,b1111,,
192.871,0.33,b1111,,
192.874,0.33,b1111,,
192.876,0.26,b1111,,
192.879,0.33,b1111,,
192.881,0.33,b1111,,
192.884,0.33,b1111,,
192.886,0.26,b1111,,
192.889,0.33,b1111,,
192.891,0.33,b1111,,
192.894,0.4,b1111,,
192.896,0.33,b1111,,
192.899,0.33,b1111,,
192.901,0.4,b1111,,
192.904,0.33,b1111,,
192.906,0.26,b1111,,
192.909,0.26,b1111,,
192.911,0.26,b1111,,
192.914,0.19,b1111,,
192.916,0.26,b1111,,
192.919,0.26,b1111,,
192.921,0.12,b1111,,
192.924,0.12,b1111,,
192.926,0.19,b1111,,
192.929,0.19,b1111,,
192.931,0.26,b1111,,
192.934,0.19,b1111,,
192.936,0.12,b1111,,
192.939,0.12,b1111,,
192.941,0.05,b1111,,
192.944,0.05,b1111,,
192.946,0.12,b1111,,
192.949,-0.09,b1111,,
192.951,-0.16,b1111,,
192.954,-0.02,b1111,,
192.956,-0.09,b1111,,
192.959,-0.09,b1111,,
192.961,-0.09,b1111,,
192.964,-0.16,b1111,,
192.966,-0.16,b1111,,
192.969,-0.23,b1111,,
192.971,-0.23,b1111,,
192.974,-0.23,b1111,,
192.976,-0.23,b1111,,
192.979,-0.79,b1111,,
192.981,-0.72,b1111,,
192.984,-0.86,b1111,,
192.986,-0.65,b1111,,
192.989,-0.37,b1111,,
192.991,-0.37,b1111,,
192.994,-0.72,b1111,,
192.996,-0.86,b1111,,
192.999,-0.86,b1111,,
193.001,-0.93,b1111,,
193.004,-0.93,b1111,,
193.006,-0.93,b1111,,
193.009,-0.93,b1111,,
193.011,-1.07,b1111,,
193.014,-1.07,b1111,,
193.016,-1.22,b1111,,
193.019,-1.14,b1111,,
193.021,-1.14,b1111,,
193.024,-1.14,b1111,,
193.026,-1.29,b1111,,
193.029,-1.29,b1111,,
193.031,-1.36,b1111,,
193.034,-1.22,b1111,,
193.036,-1.29,b1111,,
193.039,-1.29,b1111,,
193.041,-1.36,b1111,,
193.044,-1.29,b1111,,
193.046,-1.29,b1111,,
193.049,-1.36,b1111,,
193.051,-1.36,b1111,,
193.054,-1.22,b1111,,
193.056,-1.14,b1111,,
193.059,-1.22,b1111,,
193.061,-1.22,b1111,,
193.064,-1.14,b1111,,
193.066,-1.07,b1111,,
193.069,-1.14,b1111,,
193.071,-1.22,b1111,,
193.074,-1.07,b1111,,
193.076,-1.07,b1111,,
193.079,-1.22,b1111,,
193.081,-1.14,b1111,,
193.084,-1.14,b1111,,
193.086,-1.22,b1111,,
193.089,-1.22,b1111,,
193.091,-1.14,b1111,,
193.094,-1.22,b1111,,
193.096,-1.14,b1111,,
193.099,-1.07,b1111,,
193.101,-1.07,b1111,,
193.104,-1.14,b1111,,
193.106,-1.29,b1111,,
193.109,-1.14,b1111,,
193.111,-1.14,b1111,,
193.114,-1.22,b1111,,
193.116,-1.29,b1111,,
193.119,-1.29,b1111,,
193.121,-1.22,b1111,,
193.124,-1.22,b1111,,
193.126,-1.22,b1111,,
193.129,-1.29,b1111,,
193.131,-1.36,b1111,,
193.134,-1.36,b1111,,
193.136,-1.22,b1111,,
193.139,-1.29,b1111,,
193.141,-1.36,b1111,,
193.144,-1.36,b1111,,
193.146,-1.29,b1111,,
193.149,-1.36,b1111,,
193.151,-1.36,b1111,,
193.154,-1.36,b1111,,
193.156,-1.36,b1111,,
193.159,-1.36,b1111,,
193.161,-1.36,b1111,,
193.164,-1.36,b1111,,
193.166,-1.29,b1111,,
193.169,-1.29,b1111,,
193.171,-1.14,b1111,,
193.174,-1.14,b1111,,
193.176,-1.36,b1111,,
193.179,-1.36,b1111,,
193.181,-1.29,b1111,,
193.184,-1.36,b1111,,
193.186,-1.36,b1111,,
193.189,-1.36,b1111,,
193.191,-1.36,b1111,,
193.194,-1.36,b1111,,
193.196,-1.29,b1111,,
193.199,-1.36,b1111,,
193.201,-1.36,b1111,,
193.204,-1.29,b1111,,
193.206,-1.36,b1111,,
193.209,-1.36,b1111,,
193.211,-1.36,b1111,,
193.214,-1.36,b1111,,
193.216,-1.36,b1111,,
193.219,-1.36,b1111,,
193.221,-1.36,b1111,,
193.224,-1.36,b1111,,
193.226,-1.29,b1111,,
193.229,-1.36,b1111,,
193.231,-1.22,b1111,,
193.234,-1.22,b1111,,
193.236,-1.22,b1111,,
193.239,-1.22,b1111,,
193.241,-1.29,b1111,,
193.244,-1.29,b1111,,
193.246,-1.29,b1111,,
193.249,-1.22,b1111,,
193.251,-1.29,b1111,,
193.254,-1.29,b1111,,
193.256,-1.29,b1111,,
193.259,-1.29,b1111,,
193.261,-1.22,b1111,,
193.264,-1.29,b1111,,
193.266,-1.36,b1111,,
193.269,-1.22,b1111,,
193.271,-1.29,b1111,,
193.274,-1.14,b1111,,
193.276,-1.14,b1111,,
193.279,-1.22,b1111,,
193.281,-1.14,b1111,,
193.284,-1.07,b1111,,
193.286,-1.14,b1111,,
193.289,-1.07,b1111,,
193.291,-1.22,b1111,,
193.294,-1.07,b1111,,
193.296,-1.14,b1111,,
193.299,-1.07,b1111,,
193.301,-1.07,b1111,,
193.304,-1.07,b1111,,
193.306,-1.07,b1111,,
193.309,-1.07,b1111,,
193.311,-1.07,b1111,,
193.314,-1.07,b1111,,
193.316,-1.07,b1111,,
193.319,-0.93,b1111,,
193.321,-1,b1111,,
193.324,-0.93,b1111,,
193.326,-0.93,b1111,,
193.329,-1.07,b1111,,
193.331,-0.93,b1111,,
193.334,-0.86,b1111,,
193.336,-0.93,b1111,,
193.339,-0.86,b1111,,
193.341,-0.65,b1111,,
193.344,-0.86,b1111,,
193.346,-0.86,b1111,,
193.349,-0.51,b1111,,
193.351,-0.51,b1111,,
193.354,-0.51,b1111,,
193.356,-0.51,b1111,,
193.359,-0.37,b1111,,
193.361,-0.23,b1111,,
193.364,-0.16,b1111,,
193.366,-0.23,b1111,,
193.369,-0.23,b1111,,
193.371,-0.23,b1111,,
193.374,-0.23,b1111,,
193.376,-0.16,b1111,,
193.379,-0.16,b1111,,
193.381,-0.09,b1111,,
193.384,-0.02,b1111,,
193.386,-0.02,b1111,,
193.389,-0.02,b1111,,
193.391,0.05,b1111,,
193.394,0.05,b1111,,
193.396,0.05,b1111,,
193.399,0.05,b1111,,
193.401,0.05,b1111,,
193.404,0.05,b1111,,
193.406,0.05,b1111,,
193.409,0.12,b1111,,
193.411,0.19,b1111,,
193.414,0.19,b1111,,
193.416,0.19,b1111,,
193.419,0.19,b1111,,
193.421,0.19,b1111,,
193.424,0.33,b1111,,
193.426,0.33,b1111,,
193.429,0.33,b1111,,
193.431,0.33,b1111,,
193.434,0.33,b1111,,
193.436,0.4,b1111,,
193.439,0.33,b1111,,
193.441,0.61,b1111,,
193.444,0.54,b1111,,
193.446,0.54,b1111,,
193.449,0.61,b1111,,
193.451,0.75,b1111,,
193.454,0.61,b1111,,
193.456,0.82,b1111,,
193.459,0.89,b1111,,
193.461,0.82,b1111,,
193.464,0.82,b1111,,
193.466,0.89,b1111,,
193.469,0.89,b1111,,
193.471,0.96,b1111,,
193.474,0.89,b1111,,
193.476,0.96,b1111,,
193.479,0.96,b1111,,
193.481,1.03,b1111,,
193.484,1.1,b1111,,
193.486,1.03,b1111,,
193.489,1.1,b1111,,
193.491,1.17,b1111,,
193.494,1.17,b1111,,
193.496,1.24,b1111,,
193.499,1.31,b1111,,
193.501,1.31,b1111,,
193.504,1.31,b1111,,
193.506,1.45,b1111,,
193.509,1.31,b1111,,
193.511,1.38,b1111,,
193.514,1.45,b1111,,
193.516,1.45,b1111,,
193.519,1.45,b1111,,
193.521,1.45,b1111,,
193.524,1.45,b1111,,
193.526,1.45,b1111,,
193.529,1.45,b1111,,
193.531,1.45,b1111,,
193.534,1.45,b1111,,
193.536,1.45,b1111,,
193.539,1.45,b1111,,
193.541,1.45,b1111,,
193.544,1.38,b1111,,
193.546,1.31,b1111,,
193.549,1.45,b1111,,
193.551,1.45,b1111,,
193.554,1.52,b1111,,
193.556,1.45,b1111,,
193.559,1.45,b1111,,
193.561,1.45,b1111,,
193.564,1.59,b1111,,
193.566,1.59,b1111,,
193.569,1.59,b1111,,
193.571,1.45,b1111,,
193.574,1.45,b1111,,
193.576,1.38,b1111,,
193.579,1.45,b1111,,
193.581,1.45,b1111,,
193.584,1.52,b1111,,
193.586,1.45,b1111,,
193.589,1.45,b1111,,
193.591,1.45,b1111,,
193.594,1.45,b1111,,
193.596,1.45,b1111,,
193.599,1.45,b1111,,
193.601,1.38,b1111,,
193.604,1.38,b1111,,
193.606,1.38,b1111,,
193.609,1.38,b1111,,
193.611,1.31,b1111,,
193.614,1.31,b1111,,
