Time,Axial Accel (Gs),Lateral Accel (Gs)
213.521,0.82,0.35
213.523,0.82,0.35
213.524,0.89,0.35
213.525,0.89,0.35
213.526,0.82,0.35
213.527,0.82,0.35
213.529,0.89,0.35
213.53,0.89,0.35
213.531,0.82,0.35
213.533,0.82,0.35
213.534,0.82,0.35
213.535,0.82,0.35
213.536,0.82,0.35
213.538,0.82,0.35
213.539,0.82,0.35
213.54,0.82,0.35
213.541,0.89,0.35
213.542,0.89,0.35
213.544,0.82,0.35
213.545,0.82,0.35
213.546,0.82,0.35
213.548,0.82,0.35
213.549,0.89,0.35
213.55,0.89,0.35
213.551,0.82,0.35
213.551,0.82,0.35
213.551,0.82,0.35
213.553,0.82,0.35
213.554,0.89,0.35
213.555,0.89,0.35
213.556,0.82,0.35
213.557,0.82,0.35
213.559,0.89,0.35
213.56,0.89,0.35
213.561,0.89,0.35
213.563,0.89,0.35
213.564,0.89,0.35
213.565,0.89,0.35
213.566,0.82,0.35
213.568,0.82,0.35
213.569,0.89,0.35
213.57,0.89,0.35
213.571,0.82,0.35
213.572,0.82,0.35
213.574,0.89,0.35
213.575,0.89,0.35
213.576,0.89,0.35
213.577,0.89,0.43
213.579,0.89,0.43
213.58,0.89,0.43
213.581,0.89,0.43
213.583,0.89,0.35
213.584,0.82,0.35
213.585,0.82,0.35
213.586,0.82,0.35
213.587,0.82,0.35
213.589,0.89,0.35
213.59,0.89,0.35
213.591,0.89,0.35
213.592,0.89,0.35
213.594,0.89,0.35
213.595,0.89,0.35
213.596,0.82,0.35
213.598,0.82,0.35
213.599,0.89,0.35
213.6,0.89,0.35
213.601,0.89,0.35
213.601,0.89,0.35
213.601,0.89,0.35
213.602,0.89,0.35
213.604,0.82,0.35
213.605,0.82,0.35
213.606,0.89,0.35
213.607,0.89,0.35
213.609,0.89,0.35
213.61,0.89,0.35
213.611,0.89,0.35
213.613,0.89,0.43
213.614,0.89,0.43
213.615,0.89,0.43
213.616,0.82,0.43
213.617,0.82,0.43
213.619,0.82,0.43
213.62,0.82,0.43
213.621,0.82,0.43
213.622,0.82,0.43
213.624,0.82,0.43
213.625,0.82,0.43
213.626,0.82,0.43
213.628,0.82,0.43
213.629,0.82,0.43
213.63,0.82,0.43
213.631,0.82,0.43
213.633,0.82,0.35
213.634,0.89,0.35
213.635,0.89,0.35
213.636,0.82,0.35
213.637,0.82,0.43
213.639,0.89,0.43
213.64,0.89,0.43
213.641,0.89,0.43
213.643,0.89,0.43
213.644,0.89,0.43
213.645,0.89,0.43
213.646,0.96,0.43
213.648,0.96,0.43
213.649,0.89,0.43
213.65,0.89,0.43
213.651,0.89,0.43
213.651,0.89,0.43
213.651,0.89,0.43
213.652,0.89,0.35
213.654,0.89,0.35
213.655,0.89,0.35
213.656,0.96,0.35
213.658,0.96,0.52
213.659,0.89,0.52
213.66,0.89,0.52
213.661,0.89,0.52
213.663,0.89,0.43
213.664,0.89,0.43
213.665,0.89,0.43
213.666,0.89,0.43
213.667,0.89,0.43
213.669,0.89,0.43
213.67,0.89,0.43
213.671,0.89,0.43
213.673,0.89,0.35
213.674,0.89,0.35
213.675,0.89,0.35
213.676,0.89,0.35
213.678,0.89,0.43
213.679,0.82,0.43
213.68,0.82,0.43
213.681,0.82,0.43
213.682,0.82,0.35
213.684,0.89,0.35
213.685,0.89,0.35
213.686,0.82,0.35
213.688,0.82,0.35
213.689,0.82,0.35
213.69,0.82,0.35
213.691,0.82,0.35
213.693,0.82,0.35
213.694,0.89,0.35
213.695,0.89,0.35
213.696,0.89,0.35
213.697,0.89,0.35
213.699,0.82,0.35
213.7,0.82,0.35
213.701,0.89,0.35
213.701,0.89,0.35
213.701,0.89,0.35
213.702,0.89,0.43
213.704,0.89,0.43
213.705,0.89,0.43
213.706,0.89,0.43
213.708,0.89,0.35
213.709,0.89,0.35
213.71,0.89,0.35
213.711,0.89,0.35
213.712,0.89,0.43
213.714,0.89,0.43
213.715,0.89,0.43
213.716,0.89,0.43
213.717,0.89,0.43
213.719,0.89,0.43
213.72,0.89,0.43
213.721,0.89,0.43
213.723,0.89,0.43
213.724,0.89,0.43
213.725,0.89,0.43
213.726,0.82,0.43
213.727,0.82,0.35
213.729,0.89,0.35
213.73,0.89,0.35
213.731,0.82,0.35
213.732,0.82,0.43
213.734,0.89,0.43
213.735,0.89,0.43
213.736,0.89,0.43
213.738,0.89,0.35
213.739,0.89,0.35
213.74,0.89,0.35
213.741,0.89,0.35
213.742,0.89,0.43
213.744,0.89,0.43
213.745,0.89,0.43
213.746,0.89,0.43
213.747,0.89,0.35
213.749,0.89,0.35
213.75,0.89,0.35
213.751,0.82,0.35
213.751,0.82,0.35
213.751,0.82,0.35
213.753,0.82,0.35
213.754,0.89,0.35
213.755,0.89,0.35
213.756,0.82,0.35
213.758,0.82,0.43
213.759,0.89,0.43
213.76,0.89,0.43
213.761,0.89,0.43
213.762,0.89,0.35
213.764,0.89,0.35
213.765,0.89,0.35
213.766,0.89,0.35
213.768,0.89,0.43
213.769,0.89,0.43
213.77,0.89,0.43
213.771,0.89,0.43
213.773,0.89,0.35
213.774,0.89,0.35
213.775,0.89,0.35
213.776,0.89,0.35
213.777,0.89,0.35
213.779,0.89,0.35
213.78,0.89,0.35
213.781,0.89,0.35
213.783,0.89,0.43
213.784,0.89,0.43
213.785,0.89,0.43
213.786,1.03,0.43
213.788,1.03,0.35
213.789,0.89,0.35
213.79,0.89,0.35
213.791,0.89,0.35
213.792,0.89,0.52
213.794,0.89,0.52
213.795,0.89,0.52
213.796,0.89,0.52
213.798,0.89,0.43
213.799,0.89,0.43
213.8,0.89,0.43
213.801,0.89,0.43
213.801,0.89,0.43
213.801,0.89,0.43
213.803,0.89,0.43
213.804,0.89,0.43
213.805,0.89,0.43
213.806,0.89,0.43
213.807,0.89,0.35
213.809,0.89,0.35
213.81,0.89,0.35
213.811,0.89,0.35
213.813,0.89,0.43
213.814,0.89,0.43
213.815,0.89,0.43
213.816,0.89,0.43
213.818,0.89,0.43
213.819,0.89,0.43
213.82,0.89,0.43
213.821,0.82,0.43
213.822,0.82,0.35
213.824,0.89,0.35
213.825,0.89,0.35
213.826,0.89,0.35
213.827,0.89,0.43
213.829,0.89,0.43
213.83,0.89,0.43
213.831,0.89,0.43
213.833,0.89,0.43
213.834,0.89,0.43
213.835,0.89,0.43
213.836,0.89,0.43
213.837,0.89,0.43
213.839,0.89,0.43
213.84,0.89,0.43
213.841,0.89,0.43
213.842,0.89,0.35
213.844,0.89,0.35
213.845,0.89,0.35
213.846,0.89,0.35
213.848,0.89,0.52
213.849,0.89,0.52
213.85,0.89,0.52
213.851,0.82,0.52
213.851,0.82,0.52
213.851,0.82,0.52
213.852,0.82,0.43
213.854,0.96,0.43
213.855,0.96,0.43
213.856,0.89,0.43
213.857,0.89,0.52
213.859,0.89,0.52
213.86,0.89,0.52
213.861,0.89,0.52
213.863,0.89,0.43
213.864,0.89,0.43
213.865,0.89,0.43
213.866,1.03,0.43
213.867,1.03,0.43
213.869,0.89,0.43
213.87,0.89,0.43
213.871,0.89,0.43
213.872,0.89,0.43
213.874,0.89,0.43
213.875,0.89,0.43
213.876,0.89,0.43
213.878,0.89,0.43
213.879,0.89,0.43
213.88,0.89,0.43
213.881,0.89,0.43
213.883,0.89,0.35
213.884,0.82,0.35
213.885,0.82,0.35
213.886,0.89,0.35
213.887,0.89,0.52
213.889,0.82,0.52
213.89,0.82,0.52
213.891,0.89,0.52
213.893,0.89,0.52
213.894,0.89,0.52
213.895,0.89,0.52
213.896,0.82,0.52
213.898,0.82,0.52
213.899,0.82,0.52
213.9,0.82,0.52
213.901,0.89,0.52
213.901,0.89,0.52
213.901,0.89,0.52
213.902,0.89,0.43
213.904,0.89,0.43
213.905,0.89,0.43
213.906,0.89,0.43
213.908,0.89,0.43
213.909,0.89,0.43
213.91,0.89,0.43
213.911,0.89,0.43
213.913,0.89,0.35
213.914,0.89,0.35
213.915,0.89,0.35
213.916,0.82,0.35
213.917,0.82,0.35
213.919,0.89,0.35
213.92,0.89,0.35
213.921,0.89,0.35
213.923,0.89,0.52
213.924,0.89,0.52
213.925,0.89,0.52
213.926,0.89,0.52
213.928,0.89,0.52
213.929,0.89,0.52
213.93,0.89,0.52
213.931,0.89,0.52
213.932,0.89,0.43
213.934,0.89,0.43
213.935,0.89,0.43
213.936,0.89,0.43
213.938,0.89,0.43
213.939,0.89,0.43
213.94,0.89,0.43
213.941,0.89,0.43
213.943,0.89,0.43
213.944,0.82,0.43
213.945,0.82,0.43
213.946,0.89,0.43
213.947,0.89,0.35
213.949,0.82,0.35
213.95,0.82,0.35
213.951,0.89,0.35
213.951,0.89,0.35
213.951,0.89,0.35
213.952,0.89,0.35
213.954,0.89,0.35
213.955,0.89,0.35
213.956,0.82,0.35
213.958,0.82,0.35
213.959,0.89,0.35
213.96,0.89,0.35
213.961,0.89,0.35
213.962,0.89,0.43
213.964,0.89,0.43
213.965,0.89,0.43
213.966,0.89,0.43
213.967,0.89,0.35
213.969,0.89,0.35
213.97,0.89,0.35
213.971,0.89,0.35
213.973,0.89,0.35
213.974,0.89,0.35
213.975,0.89,0.35
213.976,0.89,0.35
213.977,0.89,0.35
213.979,0.89,0.35
213.98,0.89,0.35
213.981,0.96,0.35
213.982,0.96,0.43
213.984,0.89,0.43
213.985,0.89,0.43
213.986,0.89,0.43
213.988,0.89,0.43
213.989,0.89,0.43
213.99,0.89,0.43
213.991,0.89,0.43
213.992,0.89,0.43
213.994,0.89,0.43
213.995,0.89,0.43
213.996,0.89,0.43
213.997,0.89,0.35
213.999,0.89,0.35
214,0.89,0.35
214.001,0.89,0.35
214.001,0.89,0.35
214.001,0.89,0.35
214.003,0.89,0.35
214.004,0.89,0.35
214.005,0.89,0.35
214.006,0.82,0.35
214.008,0.82,0.35
214.009,0.89,0.35
214.01,0.89,0.35
214.011,0.82,0.35
214.012,0.82,0.35
214.014,0.89,0.35
214.015,0.89,0.35
214.016,0.82,0.35
214.018,0.82,0.43
214.019,0.89,0.43
214.02,0.89,0.43
214.021,0.82,0.43
214.023,0.82,0.35
214.024,0.89,0.35
214.025,0.89,0.35
214.026,0.89,0.35
214.027,0.89,0.35
214.029,0.89,0.35
214.03,0.89,0.35
214.031,0.89,0.35
214.033,0.89,0.43
214.034,0.89,0.43
214.035,0.89,0.43
214.036,0.89,0.43
214.038,0.89,0.35
214.039,0.82,0.35
214.04,0.82,0.35
214.041,0.89,0.35
214.042,0.89,0.43
214.044,0.89,0.43
214.045,0.89,0.43
214.046,0.89,0.43
214.048,0.89,0.35
214.049,0.89,0.35
214.05,0.89,0.35
214.051,0.89,0.35
214.051,0.89,0.35
214.051,0.89,0.35
214.053,0.89,0.35
214.054,0.89,0.35
214.055,0.89,0.35
214.056,0.89,0.35
214.057,0.89,0.35
214.059,0.89,0.35
214.06,0.89,0.35
214.061,0.89,0.35
214.063,0.89,0.35
214.064,0.89,0.35
214.065,0.89,0.35
214.066,0.89,0.35
214.068,0.89,0.35
214.069,0.89,0.35
214.07,0.89,0.35
214.071,0.89,0.35
214.072,0.89,0.43
214.074,0.89,0.43
214.075,0.89,0.43
214.076,0.89,0.43
214.077,0.89,0.35
214.079,0.89,0.35
214.08,0.89,0.35
214.081,0.89,0.35
214.083,0.89,0.35
214.084,0.89,0.35
214.085,0.89,0.35
214.086,0.89,0.35
214.087,0.89,0.35
214.089,0.82,0.35
214.09,0.82,0.35
214.091,0.89,0.35
214.092,0.89,0.43
214.094,0.82,0.43
214.095,0.82,0.43
214.096,0.89,0.43
214.098,0.89,0.43
214.099,0.82,0.43
214.1,0.82,0.43
214.101,0.82,0.43
214.101,0.82,0.43
214.101,0.82,0.43
214.102,0.82,0.35
214.104,0.89,0.35
214.105,0.89,0.35
214.106,0.89,0.35
214.107,0.89,0.35
214.109,0.82,0.35
214.11,0.82,0.35
214.111,0.82,0.35
214.113,0.82,0.43
214.114,0.82,0.43
214.115,0.82,0.43
214.116,0.82,0.43
214.117,0.82,0.35
214.119,0.89,0.35
214.12,0.89,0.35
214.121,0.82,0.35
214.122,0.82,0.35
214.124,0.82,0.35
214.125,0.82,0.35
214.126,0.82,0.35
214.128,0.82,0.35
214.129,0.82,0.35
214.13,0.82,0.35
214.131,0.89,0.35
214.133,0.89,0.43
214.134,0.89,0.43
214.135,0.89,0.43
214.136,0.82,0.43
214.137,0.82,0.35
214.139,0.82,0.35
214.14,0.82,0.35
214.141,0.82,0.35
214.143,0.82,0.35
214.144,0.75,0.35
214.145,0.75,0.35
214.146,0.89,0.35
214.148,0.89,0.43
214.149,0.89,0.43
214.15,0.89,0.43
214.151,0.82,0.43
214.151,0.82,0.43
214.151,0.82,0.43
214.152,0.82,0.35
214.154,0.89,0.35
214.155,0.89,0.35
214.156,0.82,0.35
214.158,0.82,0.35
214.159,0.82,0.35
214.16,0.82,0.35
214.161,0.89,0.35
214.163,0.89,0.35
214.164,0.68,0.35
214.165,0.68,0.35
214.166,0.75,0.35
214.167,0.75,0.43
214.169,0.82,0.43
214.17,0.82,0.43
214.171,0.61,0.43
214.173,0.61,0.35
214.174,0.75,0.35
214.175,0.75,0.35
214.176,0.82,0.35
214.178,0.82,0.35
214.179,0.82,0.35
214.18,0.82,0.35
214.181,0.82,0.35
214.182,0.82,0.52
214.184,0.82,0.52
214.185,0.82,0.52
214.186,0.82,0.52
214.188,0.82,0.43
214.189,0.82,0.43
214.19,0.82,0.43
214.191,0.82,0.43
214.193,0.82,0.35
214.194,0.82,0.35
214.195,0.82,0.35
214.196,0.82,0.35
214.197,0.82,0.26
214.199,0.89,0.26
214.2,0.89,0.26
214.201,0.82,0.26
214.201,0.82,0.26
214.201,0.82,0.26
214.202,0.82,0.35
214.204,0.89,0.35
214.205,0.89,0.35
214.206,0.82,0.35
214.208,0.82,0.35
214.209,0.82,0.35
214.21,0.82,0.35
214.211,0.68,0.35
214.212,0.68,0.43
214.214,0.82,0.43
214.215,0.82,0.43
214.216,0.61,0.43
214.217,0.61,0.35
214.219,0.82,0.35
214.22,0.82,0.35
214.221,0.82,0.35
214.223,0.82,0.43
214.224,0.82,0.43
214.225,0.82,0.43
214.226,0.82,0.43
214.227,0.82,0.43
214.229,0.82,0.43
214.23,0.82,0.43
214.231,0.68,0.43
214.232,0.68,0.43
214.234,0.75,0.43
214.235,0.75,0.43
214.236,0.82,0.43
214.238,0.82,0.35
214.239,0.82,0.35
214.24,0.82,0.35
214.241,0.82,0.35
214.242,0.82,0.35
214.244,0.82,0.35
214.245,0.82,0.35
214.246,0.75,0.35
214.247,0.75,0.43
214.249,0.82,0.43
214.25,0.82,0.43
214.251,0.82,0.43
214.251,0.82,0.43
214.251,0.82,0.43
214.253,0.82,0.35
214.254,0.68,0.35
214.255,0.68,0.35
214.256,0.89,0.35
214.258,0.89,0.43
214.259,0.82,0.43
214.26,0.82,0.43
214.261,0.75,0.43
214.262,0.75,0.35
214.264,0.82,0.35
214.265,0.82,0.35
214.266,0.89,0.35
214.268,0.89,0.35
214.269,0.61,0.35
214.27,0.61,0.35
214.271,0.82,0.35
214.273,0.82,0.52
214.274,0.82,0.52
214.275,0.82,0.52
214.276,0.82,0.52
214.277,0.82,0.35
214.279,0.82,0.35
214.28,0.82,0.35
214.281,0.82,0.35
214.283,0.82,0.43
214.284,0.82,0.43
214.285,0.82,0.43
214.286,0.82,0.43
214.288,0.82,0.35
214.289,0.89,0.35
214.29,0.89,0.35
214.291,0.75,0.35
214.292,0.75,0.35
214.294,0.61,0.35
214.295,0.61,0.35
214.296,0.75,0.35
214.298,0.75,0.35
214.299,0.68,0.35
214.3,0.68,0.35
214.301,0.82,0.35
214.301,0.82,0.35
214.301,0.82,0.35
214.303,0.82,0.52
214.304,0.61,0.52
214.305,0.61,0.52
214.306,0.68,0.52
214.307,0.68,0.43
214.309,0.75,0.43
214.31,0.75,0.43
214.311,0.82,0.43
214.313,0.82,0.35
214.314,0.75,0.35
214.315,0.75,0.35
214.316,0.82,0.35
214.318,0.82,0.43
214.319,0.82,0.43
214.32,0.82,0.43
214.321,0.82,0.43
214.322,0.82,0.43
214.324,0.82,0.43
214.325,0.82,0.43
214.326,0.82,0.43
214.327,0.82,0.43
214.329,0.68,0.43
214.33,0.68,0.43
214.331,0.89,0.43
214.333,0.89,0.35
214.334,0.82,0.35
214.335,0.82,0.35
214.336,0.82,0.35
214.337,0.82,0.52
214.339,0.89,0.52
214.34,0.89,0.52
214.341,0.82,0.52
214.342,0.82,0.35
214.344,0.82,0.35
214.345,0.82,0.35
214.346,0.82,0.35
214.348,0.82,0.43
214.349,0.82,0.43
214.35,0.82,0.43
214.351,0.82,0.43
214.351,0.82,0.43
214.351,0.82,0.43
214.352,0.82,0.43
214.354,0.82,0.43
214.355,0.82,0.43
214.356,0.82,0.43
214.357,0.82,0.35
214.359,0.89,0.35
214.36,0.89,0.35
214.361,0.82,0.35
214.363,0.82,0.43
214.364,0.82,0.43
214.365,0.82,0.43
214.366,0.89,0.43
214.367,0.89,0.35
214.369,0.82,0.35
214.37,0.82,0.35
214.371,0.82,0.35
214.372,0.82,0.35
214.374,0.89,0.35
214.375,0.89,0.35
214.376,0.89,0.35
214.378,0.89,0.43
214.379,0.68,0.43
214.38,0.68,0.43
214.381,0.89,0.43
214.383,0.89,0.43
214.384,0.82,0.43
214.385,0.82,0.43
214.386,0.75,0.43
214.387,0.75,0.43
214.389,0.82,0.43
214.39,0.82,0.43
214.391,0.68,0.43
214.393,0.68,0.43
214.394,0.75,0.43
214.395,0.75,0.43
214.396,0.68,0.43
214.398,0.68,0.43
214.399,0.82,0.43
214.4,0.82,0.43
214.401,0.82,0.43
214.401,0.82,0.43
214.401,0.82,0.43
214.402,0.82,0.35
214.404,0.82,0.35
214.405,0.82,0.35
214.406,0.82,0.35
214.408,0.82,0.43
214.409,0.82,0.43
214.41,0.82,0.43
214.411,0.82,0.43
214.413,0.82,0.43
214.414,0.82,0.43
214.415,0.82,0.43
214.416,0.89,0.43
214.417,0.89,0.43
214.419,0.82,0.43
214.42,0.82,0.43
214.421,0.75,0.43
214.423,0.75,0.43
214.424,0.82,0.43
214.425,0.82,0.43
214.426,0.82,0.43
214.428,0.82,0.43
214.429,0.89,0.43
214.43,0.89,0.43
214.431,0.89,0.43
214.432,0.89,0.43
214.434,0.82,0.43
214.435,0.82,0.43
214.436,0.75,0.43
214.438,0.75,0.43
214.439,0.89,0.43
214.44,0.89,0.43
214.441,0.82,0.43
214.443,0.82,0.52
214.444,0.82,0.52
214.445,0.82,0.52
214.446,0.82,0.52
214.447,0.82,0.43
214.449,0.82,0.43
214.45,0.82,0.43
214.451,0.89,0.43
214.451,0.89,0.43
214.451,0.89,0.43
214.452,0.89,0.43
214.454,0.89,0.43
214.455,0.89,0.43
214.456,0.89,0.43
214.458,0.89,0.43
214.459,0.89,0.43
214.46,0.89,0.43
214.461,0.89,0.43
214.462,0.89,0.43
214.464,0.82,0.43
214.465,0.82,0.43
214.466,0.89,0.43
214.467,0.89,0.43
214.469,0.82,0.43
214.47,0.82,0.43
214.471,0.89,0.43
214.473,0.89,0.35
214.474,0.89,0.35
214.475,0.89,0.35
214.476,0.89,0.35
214.477,0.89,0.43
214.479,0.89,0.43
214.48,0.89,0.43
214.481,0.89,0.43
214.482,0.89,0.43
214.484,0.82,0.43
214.485,0.82,0.43
214.486,0.82,0.43
214.488,0.82,0.35
214.489,0.82,0.35
214.49,0.82,0.35
214.491,0.82,0.35
214.492,0.82,0.35
214.494,0.82,0.35
214.495,0.82,0.35
214.496,0.82,0.35
214.497,0.82,0.35
214.499,0.82,0.35
214.5,0.82,0.35
214.501,0.82,0.35
214.501,0.82,0.35
214.501,0.82,0.35
214.503,0.82,0.35
214.504,0.89,0.35
214.505,0.89,0.35
214.506,0.89,0.35
214.508,0.89,0.35
214.509,0.82,0.35
214.51,0.82,0.35
214.511,0.82,0.35
214.512,0.82,0.43
214.514,0.82,0.43
214.515,0.82,0.43
214.516,0.89,0.43
214.518,0.89,0.35
214.519,0.82,0.35
214.52,0.82,0.35
214.521,0.82,0.35
214.523,0.82,0.35
214.524,0.82,0.35
214.525,0.82,0.35
214.526,0.82,0.35
214.527,0.82,0.43
214.529,0.82,0.43
214.53,0.82,0.43
214.531,0.82,0.43
214.533,0.82,0.35
214.534,0.89,0.35
214.535,0.89,0.35
214.536,0.89,0.35
214.538,0.89,0.35
214.539,0.89,0.35
214.54,0.89,0.35
214.541,0.82,0.35
214.542,0.82,0.43
214.544,0.89,0.43
214.545,0.89,0.43
214.546,0.89,0.43
214.548,0.89,0.43
214.549,0.89,0.43
214.55,0.89,0.43
214.551,0.89,0.43
214.551,0.89,0.43
214.551,0.89,0.43
214.553,0.89,0.35
214.554,0.89,0.35
214.555,0.89,0.35
214.556,0.89,0.35
214.557,0.89,0.35
214.559,0.89,0.35
214.56,0.89,0.35
214.561,0.82,0.35
214.563,0.82,0.35
214.564,0.89,0.35
214.565,0.89,0.35
214.566,0.82,0.35
214.568,0.82,0.35
214.569,0.82,0.35
214.57,0.82,0.35
214.571,0.82,0.35
214.572,0.82,0.35
214.574,0.82,0.35
214.575,0.82,0.35
214.576,0.82,0.35
214.577,0.82,0.35
214.579,0.82,0.35
214.58,0.82,0.35
214.581,0.82,0.35
214.583,0.82,0.35
214.584,0.82,0.35
214.585,0.82,0.35
214.586,0.89,0.35
214.587,0.89,0.52
214.589,0.82,0.52
214.59,0.82,0.52
214.591,0.82,0.52
214.592,0.82,0.43
214.594,0.82,0.43
214.595,0.82,0.43
214.596,0.89,0.43
214.598,0.89,0.35
214.599,0.89,0.35
214.6,0.89,0.35
214.601,0.82,0.35
214.601,0.82,0.35
214.601,0.82,0.35
214.602,0.82,0.35
214.604,0.89,0.35
214.605,0.89,0.35
214.606,0.82,0.35
214.607,0.82,0.43
214.609,0.89,0.43
214.61,0.89,0.43
214.611,0.89,0.43
214.613,0.89,0.43
214.614,0.89,0.43
214.615,0.89,0.43
214.616,0.89,0.43
214.617,0.89,0.35
214.619,0.89,0.35
214.62,0.89,0.35
214.621,0.89,0.35
214.622,0.89,0.43
214.624,0.89,0.43
214.625,0.89,0.43
214.626,0.89,0.43
214.628,0.89,0.35
214.629,0.89,0.35
214.63,0.89,0.35
214.631,0.89,0.35
214.633,0.89,0.35
214.634,0.89,0.35
214.635,0.89,0.35
214.636,0.82,0.35
214.637,0.82,0.35
214.639,0.82,0.35
214.64,0.82,0.35
214.641,0.89,0.35
214.643,0.89,0.35
214.644,0.89,0.35
214.645,0.89,0.35
214.646,0.82,0.35
214.648,0.82,0.35
214.649,0.89,0.35
214.65,0.89,0.35
214.651,0.82,0.35
214.651,0.82,0.35
214.651,0.82,0.35
214.652,0.82,0.35
214.654,0.82,0.35
214.655,0.82,0.35
214.656,0.82,0.35
214.658,0.82,0.35
214.659,0.82,0.35
214.66,0.82,0.35
214.661,0.82,0.35
214.663,0.82,0.35
214.664,0.75,0.35
214.665,0.75,0.35
214.666,0.89,0.35
214.667,0.89,0.35
214.669,0.89,0.35
214.67,0.89,0.35
214.671,0.82,0.35
214.673,0.82,0.35
214.674,0.89,0.35
214.675,0.89,0.35
214.676,0.82,0.35
214.678,0.82,0.35
214.679,0.89,0.35
214.68,0.89,0.35
214.681,0.89,0.35
214.682,0.89,0.35
214.684,0.82,0.35
214.685,0.82,0.35
214.686,0.82,0.35
214.688,0.82,0.43
214.689,0.89,0.43
214.69,0.89,0.43
214.691,0.89,0.43
214.693,0.89,0.35
214.694,0.89,0.35
214.695,0.89,0.35
214.696,0.89,0.35
214.697,0.89,0.43
214.699,0.89,0.43
214.7,0.89,0.43
214.701,0.89,0.43
214.701,0.89,0.43
214.701,0.89,0.43
214.702,0.89,0.35
214.704,0.89,0.35
214.705,0.89,0.35
214.706,0.89,0.35
214.708,0.89,0.35
214.709,0.89,0.35
214.71,0.89,0.35
214.711,0.82,0.35
214.712,0.82,0.43
214.714,0.82,0.43
214.715,0.82,0.43
214.716,0.82,0.43
214.717,0.82,0.35
214.719,0.82,0.35
214.72,0.82,0.35
214.721,0.82,0.35
214.723,0.82,0.35
214.724,0.89,0.35
214.725,0.89,0.35
214.726,0.89,0.35
214.727,0.89,0.35
214.729,0.89,0.35
214.73,0.89,0.35
214.731,0.89,0.35
214.732,0.89,0.35
214.734,0.82,0.35
214.735,0.82,0.35
214.736,0.89,0.35
214.738,0.89,0.35
214.739,0.89,0.35
214.74,0.89,0.35
214.741,0.89,0.35
214.742,0.89,0.35
214.744,0.89,0.35
214.745,0.89,0.35
214.746,0.89,0.35
214.747,0.89,0.35
214.749,0.82,0.35
214.75,0.82,0.35
214.751,0.82,0.35
214.751,0.82,0.35
214.751,0.82,0.35
214.753,0.82,0.35
214.754,0.89,0.35
214.755,0.89,0.35
214.756,0.89,0.35
214.758,0.89,0.35
214.759,0.89,0.35
214.76,0.89,0.35
214.761,0.89,0.35
214.762,0.89,0.35
214.764,0.89,0.35
214.765,0.89,0.35
214.766,0.89,0.35
214.768,0.89,0.35
214.769,0.89,0.35
214.77,0.89,0.35
214.771,0.82,0.35
214.773,0.82,0.35
214.774,0.89,0.35
214.775,0.89,0.35
214.776,0.89,0.35
214.777,0.89,0.35
214.779,0.89,0.35
214.78,0.89,0.35
214.781,0.89,0.35
214.783,0.89,0.35
214.784,0.82,0.35
214.785,0.82,0.35
214.786,0.89,0.35
214.788,0.89,0.35
214.789,0.89,0.35
214.79,0.89,0.35
214.791,0.89,0.35
214.792,0.89,0.35
214.794,0.89,0.35
214.795,0.89,0.35
214.796,0.89,0.35
214.798,0.89,0.35
214.799,0.89,0.35
214.8,0.89,0.35
214.801,0.89,0.35
214.801,0.89,0.35
214.801,0.89,0.35
214.803,0.89,0.35
214.804,0.89,0.35
214.805,0.89,0.35
214.806,0.82,0.35
214.807,0.82,0.35
214.809,0.89,0.35
214.81,0.89,0.35
214.811,0.89,0.35
214.813,0.89,0.43
214.814,0.82,0.43
214.815,0.82,0.43
214.816,0.89,0.43
214.818,0.89,0.35
214.819,0.89,0.35
214.82,0.89,0.35
214.821,0.82,0.35
214.822,0.82,0.35
214.824,0.89,0.35
214.825,0.89,0.35
214.826,0.89,0.35
214.827,0.89,0.35
214.829,0.89,0.35
214.83,0.89,0.35
214.831,0.89,0.35
214.833,0.89,0.35
214.834,0.89,0.35
214.835,0.89,0.35
214.836,0.82,0.35
214.837,0.82,0.26
214.839,0.89,0.26
214.84,0.89,0.26
214.841,0.82,0.26
214.842,0.82,0.35
214.844,0.89,0.35
214.845,0.89,0.35
214.846,0.89,0.35
214.848,0.89,0.35
214.849,0.89,0.35
214.85,0.89,0.35
214.851,0.89,0.35
214.851,0.89,0.35
214.851,0.89,0.35
214.852,0.89,0.35
214.854,0.82,0.35
214.855,0.82,0.35
214.856,0.82,0.35
214.857,0.82,0.35
214.859,0.89,0.35
214.86,0.89,0.35
214.861,0.82,0.35
214.863,0.82,0.26
214.864,0.82,0.26
214.865,0.82,0.26
214.866,0.82,0.26
214.867,0.82,0.35
214.869,0.82,0.35
214.87,0.82,0.35
214.871,0.82,0.35
214.872,0.82,0.26
214.874,0.82,0.26
214.875,0.82,0.26
214.876,0.89,0.26
214.878,0.89,0.35
214.879,0.82,0.35
214.88,0.82,0.35
214.881,0.89,0.35
214.883,0.89,0.35
214.884,0.82,0.35
214.885,0.82,0.35
214.886,0.82,0.35
214.887,0.82,0.26
214.889,0.82,0.26
214.89,0.82,0.26
214.891,0.82,0.26
214.893,0.82,0.35
214.894,0.89,0.35
214.895,0.89,0.35
214.896,0.82,0.35
214.898,0.82,0.35
214.899,0.89,0.35
214.9,0.89,0.35
214.901,0.82,0.35
214.901,0.82,0.35
214.901,0.82,0.35
214.902,0.82,0.26
214.904,0.89,0.26
214.905,0.89,0.26
